gender,age_group,country,product_name,category,quantity,unit_price,order_status,payment_method,review_text
Male,Teenagers,China,Levi's Jeans,Apparel,1,59,Shipped,Credit Card,very good
Other,Senior,UK,Yoga Mat,Sports,3,25,Cancelled,Cash on Delivery,bad
Male,Senior,UK,Barbie Dreamhouse,Toys,5,199,Shipped,PayPal,very bad
Other,Teenagers,Brazil,Lego Star Wars Set,Toys,3,59,Returned,Credit Card,very bad
Other,Teenagers,India,Nike Air Max,Apparel,5,120,Pending,Credit Card,good
Other,Teenagers,France,Harry Potter Box Set,Books,5,80,Returned,Cash on Delivery,bad
Male,Adults,India,Wilson Tennis Racket,Sports,5,149,Shipped,Credit Card,very bad
Male,Teenagers,France,Nike Air Max,Apparel,4,120,Shipped,Credit Card,very good
Other,Senior,USA,Kindle Paperwhite,Books,5,129,Returned,PayPal,bad
Male,Senior,India,Barbie Dreamhouse,Toys,5,199,Delivered,Cash on Delivery,very bad
Female,Senior,Brazil,Lego Star Wars Set,Toys,1,59,Cancelled,Cash on Delivery,good
Other,Adults,Japan,Sony Headphones,Electronics,1,199,Pending,Cash on Delivery,very bad
Male,Adults,India,Wilson Tennis Racket,Sports,2,149,Returned,Cash on Delivery,average
Female,Adults,France,Instant Pot,Home & Kitchen,2,99,Returned,PayPal,bad
Other,Teenagers,USA,Wilson Tennis Racket,Sports,1,149,Cancelled,Credit Card,bad
Male,Teenagers,France,Lego Star Wars Set,Toys,2,59,Returned,Cash on Delivery,very bad
Other,Senior,Australia,Yoga Mat,Sports,4,25,Shipped,Credit Card,very bad
Other,Senior,USA,Fitbit Versa 3,Electronics,2,229,Cancelled,PayPal,bad
Female,Adults,Australia,Fitbit Versa 3,Electronics,3,229,Returned,PayPal,very good
Other,Senior,Australia,Samsung Galaxy S23,Electronics,2,899,Cancelled,Credit Card,very good
Female,Adults,Japan,Kindle Paperwhite,Books,4,129,Returned,PayPal,very bad
Male,Senior,UK,Samsung Galaxy S23,Electronics,2,899,Delivered,Cash on Delivery,average
Other,Senior,India,Adidas Running Shoes,Apparel,5,110,Returned,PayPal,bad
Other,Adults,USA,iPhone 14,Electronics,1,999,Delivered,Cash on Delivery,very good
Male,Adults,Canada,Sony Headphones,Electronics,1,199,Cancelled,Credit Card,average
Female,Teenagers,Brazil,Adidas Running Shoes,Apparel,5,110,Shipped,PayPal,very good
Female,Senior,Germany,Instant Pot,Home & Kitchen,2,99,Delivered,PayPal,bad
Female,Teenagers,Brazil,Levi's Jeans,Apparel,1,59,Shipped,PayPal,very bad
Female,Senior,Canada,Instant Pot,Home & Kitchen,5,99,Returned,Credit Card,good
Male,Adults,Japan,Dyson Vacuum,Home & Kitchen,3,399,Delivered,PayPal,average
Male,Teenagers,India,Dyson Vacuum,Home & Kitchen,3,399,Pending,Cash on Delivery,very bad
Male,Senior,China,Sony Headphones,Electronics,2,199,Delivered,Credit Card,good
Other,Senior,France,Lego Star Wars Set,Toys,4,59,Delivered,PayPal,very bad
Other,Senior,India,Kindle Paperwhite,Books,3,129,Pending,Credit Card,good
Female,Teenagers,Australia,Yoga Mat,Sports,4,25,Cancelled,Credit Card,very bad
Female,Teenagers,Germany,Harry Potter Box Set,Books,5,80,Pending,Credit Card,bad
Other,Senior,China,Samsung Galaxy S23,Electronics,2,899,Cancelled,Credit Card,very bad
Male,Adults,Japan,Wilson Tennis Racket,Sports,1,149,Pending,Credit Card,very good
Female,Senior,Brazil,Barbie Dreamhouse,Toys,4,199,Shipped,PayPal,bad
Other,Adults,Brazil,Wilson Tennis Racket,Sports,2,149,Pending,PayPal,very good
Other,Teenagers,India,Adidas Running Shoes,Apparel,1,110,Cancelled,PayPal,very good
Male,Adults,Germany,Dyson Vacuum,Home & Kitchen,3,399,Cancelled,Cash on Delivery,bad
Female,Senior,UK,Nike Air Max,Apparel,2,120,Delivered,Cash on Delivery,bad
Female,Senior,UK,Instant Pot,Home & Kitchen,2,99,Cancelled,PayPal,good
Other,Senior,China,Instant Pot,Home & Kitchen,4,99,Cancelled,Credit Card,very good
Male,Teenagers,China,Sony Headphones,Electronics,3,199,Delivered,Credit Card,very good
Male,Adults,France,Barbie Dreamhouse,Toys,4,199,Returned,Credit Card,very bad
Female,Adults,Australia,Barbie Dreamhouse,Toys,1,199,Returned,PayPal,bad
Other,Senior,USA,Adidas Running Shoes,Apparel,4,110,Delivered,PayPal,good
Male,Senior,India,Sony Headphones,Electronics,5,199,Returned,Cash on Delivery,average
Male,Adults,Brazil,Sony Headphones,Electronics,3,199,Pending,PayPal,very bad
Other,Teenagers,Brazil,Instant Pot,Home & Kitchen,1,99,Cancelled,PayPal,average
Other,Teenagers,Germany,Instant Pot,Home & Kitchen,2,99,Delivered,Cash on Delivery,good
Female,Adults,Germany,Sony Headphones,Electronics,3,199,Shipped,Credit Card,good
Female,Senior,France,iPhone 14,Electronics,4,999,Cancelled,Cash on Delivery,good
Other,Teenagers,Australia,Barbie Dreamhouse,Toys,5,199,Shipped,Cash on Delivery,good
Female,Teenagers,India,Adidas Running Shoes,Apparel,2,110,Returned,PayPal,good
Female,Senior,Germany,Sony Headphones,Electronics,5,199,Delivered,Credit Card,very good
Other,Senior,India,Kindle Paperwhite,Books,5,129,Cancelled,Cash on Delivery,very bad
Other,Adults,UK,Lego Star Wars Set,Toys,4,59,Cancelled,Credit Card,average
Female,Adults,Germany,Nike Air Max,Apparel,5,120,Shipped,Cash on Delivery,very bad
Other,Adults,China,Yoga Mat,Sports,1,25,Shipped,PayPal,average
Male,Senior,Canada,Wilson Tennis Racket,Sports,4,149,Pending,Credit Card,very good
Other,Teenagers,India,Levi's Jeans,Apparel,2,59,Returned,PayPal,average
Other,Adults,France,Levi's Jeans,Apparel,2,59,Delivered,Credit Card,very good
Female,Teenagers,India,Sony Headphones,Electronics,2,199,Delivered,PayPal,bad
Other,Adults,Brazil,Wilson Tennis Racket,Sports,2,149,Cancelled,Credit Card,good
Male,Teenagers,France,Kindle Paperwhite,Books,3,129,Returned,Credit Card,good
Male,Teenagers,Australia,Sony Headphones,Electronics,3,199,Shipped,Cash on Delivery,average
Other,Adults,China,Kindle Paperwhite,Books,4,129,Shipped,Credit Card,very good
Female,Adults,Canada,Instant Pot,Home & Kitchen,1,99,Pending,PayPal,very good
Male,Senior,Australia,Levi's Jeans,Apparel,4,59,Shipped,Cash on Delivery,very bad
Female,Teenagers,France,Sony Headphones,Electronics,3,199,Cancelled,Credit Card,good
Other,Senior,Japan,Barbie Dreamhouse,Toys,1,199,Cancelled,Credit Card,very good
Male,Teenagers,China,Adidas Running Shoes,Apparel,4,110,Pending,PayPal,very good
Other,Teenagers,USA,Wilson Tennis Racket,Sports,2,149,Cancelled,Cash on Delivery,very bad
Other,Teenagers,Canada,iPhone 14,Electronics,2,999,Pending,Credit Card,very good
Female,Teenagers,India,Instant Pot,Home & Kitchen,5,99,Pending,PayPal,very bad
Female,Senior,USA,Instant Pot,Home & Kitchen,4,99,Delivered,PayPal,very good
Male,Adults,France,Lego Star Wars Set,Toys,1,59,Pending,PayPal,bad
Male,Senior,Canada,Levi's Jeans,Apparel,1,59,Delivered,PayPal,very good
Female,Teenagers,USA,Lego Star Wars Set,Toys,2,59,Delivered,PayPal,bad
Female,Adults,France,Yoga Mat,Sports,3,25,Shipped,PayPal,good
Other,Adults,Canada,Samsung Galaxy S23,Electronics,2,899,Returned,Credit Card,bad
Other,Teenagers,Australia,Wilson Tennis Racket,Sports,5,149,Shipped,Cash on Delivery,bad
Other,Teenagers,USA,Yoga Mat,Sports,1,25,Shipped,Credit Card,good
Female,Senior,Germany,Samsung Galaxy S23,Electronics,2,899,Pending,PayPal,good
Male,Teenagers,India,Nike Air Max,Apparel,5,120,Shipped,PayPal,good
Other,Adults,USA,Fitbit Versa 3,Electronics,1,229,Delivered,Cash on Delivery,bad
Other,Teenagers,USA,Barbie Dreamhouse,Toys,3,199,Pending,PayPal,bad
Female,Senior,Japan,Dyson Vacuum,Home & Kitchen,1,399,Cancelled,PayPal,bad
Other,Teenagers,China,Dyson Vacuum,Home & Kitchen,2,399,Delivered,Cash on Delivery,bad
Female,Senior,UK,Harry Potter Box Set,Books,5,80,Shipped,Cash on Delivery,average
Female,Teenagers,Canada,iPhone 14,Electronics,5,999,Shipped,Cash on Delivery,very bad
Male,Adults,USA,Barbie Dreamhouse,Toys,4,199,Pending,Credit Card,bad
Other,Teenagers,Australia,Kindle Paperwhite,Books,3,129,Shipped,PayPal,very bad
Female,Teenagers,Canada,Sony Headphones,Electronics,5,199,Pending,Cash on Delivery,bad
Male,Teenagers,Australia,Yoga Mat,Sports,1,25,Shipped,PayPal,very good
Female,Senior,France,Wilson Tennis Racket,Sports,1,149,Shipped,PayPal,very bad
Male,Senior,France,Fitbit Versa 3,Electronics,2,229,Returned,Cash on Delivery,good
Female,Senior,India,Dyson Vacuum,Home & Kitchen,5,399,Shipped,Credit Card,good
Female,Teenagers,Brazil,Lego Star Wars Set,Toys,5,59,Shipped,Credit Card,average
Female,Adults,China,Wilson Tennis Racket,Sports,2,149,Cancelled,Cash on Delivery,good
Female,Senior,China,Lego Star Wars Set,Toys,3,59,Returned,Cash on Delivery,very good
Female,Adults,Japan,Nike Air Max,Apparel,2,120,Delivered,Credit Card,average
Other,Senior,Canada,Adidas Running Shoes,Apparel,4,110,Delivered,PayPal,very bad
Female,Adults,France,Yoga Mat,Sports,2,25,Cancelled,Credit Card,average
Female,Senior,Japan,Samsung Galaxy S23,Electronics,2,899,Delivered,PayPal,average
Female,Senior,USA,Samsung Galaxy S23,Electronics,5,899,Shipped,Cash on Delivery,very good
Female,Adults,France,Wilson Tennis Racket,Sports,5,149,Returned,Cash on Delivery,very good
Other,Adults,Germany,Yoga Mat,Sports,4,25,Shipped,Cash on Delivery,good
Male,Senior,USA,Wilson Tennis Racket,Sports,4,149,Returned,PayPal,average
Other,Adults,UK,Nike Air Max,Apparel,2,120,Cancelled,Cash on Delivery,bad
Female,Senior,USA,Wilson Tennis Racket,Sports,2,149,Cancelled,Cash on Delivery,good
Female,Adults,Germany,Samsung Galaxy S23,Electronics,5,899,Cancelled,Credit Card,very bad
Other,Senior,UK,Levi's Jeans,Apparel,1,59,Delivered,PayPal,good
Other,Adults,Australia,Dyson Vacuum,Home & Kitchen,5,399,Shipped,Credit Card,very bad
Female,Teenagers,Australia,Levi's Jeans,Apparel,3,59,Pending,Credit Card,average
Male,Teenagers,China,Barbie Dreamhouse,Toys,5,199,Pending,Credit Card,very bad
Female,Senior,Germany,Nike Air Max,Apparel,2,120,Shipped,PayPal,good
Other,Senior,India,Nike Air Max,Apparel,2,120,Cancelled,Credit Card,good
Other,Senior,China,Adidas Running Shoes,Apparel,5,110,Pending,Cash on Delivery,very good
Other,Senior,France,Samsung Galaxy S23,Electronics,5,899,Pending,Cash on Delivery,good
Female,Senior,UK,Wilson Tennis Racket,Sports,2,149,Shipped,Credit Card,bad
Female,Teenagers,Canada,Barbie Dreamhouse,Toys,2,199,Returned,PayPal,very good
Other,Adults,UK,Adidas Running Shoes,Apparel,1,110,Returned,Credit Card,very good
Other,Senior,USA,Sony Headphones,Electronics,4,199,Pending,Cash on Delivery,bad
Male,Senior,Australia,Sony Headphones,Electronics,2,199,Shipped,Cash on Delivery,very bad
Male,Teenagers,UK,iPhone 14,Electronics,5,999,Shipped,Credit Card,very bad
Female,Teenagers,Australia,Samsung Galaxy S23,Electronics,2,899,Cancelled,Cash on Delivery,good
Female,Adults,Canada,Fitbit Versa 3,Electronics,4,229,Pending,PayPal,bad
Other,Teenagers,India,Adidas Running Shoes,Apparel,2,110,Returned,Cash on Delivery,very bad
Male,Senior,UK,Harry Potter Box Set,Books,1,80,Delivered,PayPal,good
Female,Teenagers,Canada,Instant Pot,Home & Kitchen,4,99,Cancelled,Cash on Delivery,very good
Other,Adults,Germany,Barbie Dreamhouse,Toys,5,199,Delivered,Credit Card,average
Female,Adults,Brazil,Lego Star Wars Set,Toys,1,59,Cancelled,PayPal,bad
Other,Senior,UK,Kindle Paperwhite,Books,5,129,Pending,PayPal,very bad
Male,Adults,UK,Nike Air Max,Apparel,2,120,Cancelled,Cash on Delivery,good
Male,Adults,Australia,Yoga Mat,Sports,4,25,Pending,Credit Card,good
Other,Teenagers,Brazil,Sony Headphones,Electronics,2,199,Delivered,Credit Card,bad
Male,Teenagers,Australia,iPhone 14,Electronics,3,999,Cancelled,Credit Card,very good
Male,Adults,Brazil,Adidas Running Shoes,Apparel,4,110,Pending,PayPal,average
Male,Teenagers,France,Instant Pot,Home & Kitchen,5,99,Returned,PayPal,good
Other,Teenagers,Australia,Yoga Mat,Sports,3,25,Pending,Cash on Delivery,bad
Male,Teenagers,Japan,Instant Pot,Home & Kitchen,1,99,Returned,PayPal,average
Female,Adults,Brazil,Samsung Galaxy S23,Electronics,5,899,Delivered,Cash on Delivery,very bad
Other,Senior,Japan,Sony Headphones,Electronics,2,199,Delivered,Credit Card,good
Other,Senior,Australia,Wilson Tennis Racket,Sports,5,149,Cancelled,Cash on Delivery,good
Male,Senior,India,Adidas Running Shoes,Apparel,3,110,Pending,PayPal,bad
Other,Adults,India,Harry Potter Box Set,Books,3,80,Delivered,Cash on Delivery,bad
Male,Teenagers,India,Fitbit Versa 3,Electronics,2,229,Returned,PayPal,average
Male,Senior,Germany,Levi's Jeans,Apparel,1,59,Pending,Cash on Delivery,average
Other,Senior,France,Fitbit Versa 3,Electronics,1,229,Cancelled,PayPal,average
Female,Senior,UK,Harry Potter Box Set,Books,2,80,Returned,Cash on Delivery,very bad
Male,Teenagers,USA,Fitbit Versa 3,Electronics,1,229,Delivered,Cash on Delivery,very bad
Other,Teenagers,Canada,Kindle Paperwhite,Books,3,129,Returned,Cash on Delivery,good
Male,Adults,Japan,iPhone 14,Electronics,3,999,Cancelled,PayPal,average
Other,Senior,UK,Adidas Running Shoes,Apparel,5,110,Shipped,Cash on Delivery,good
Other,Teenagers,Canada,Lego Star Wars Set,Toys,4,59,Shipped,Cash on Delivery,good
Other,Senior,China,Kindle Paperwhite,Books,2,129,Returned,Credit Card,good
Female,Senior,USA,Adidas Running Shoes,Apparel,5,110,Cancelled,Cash on Delivery,bad
Male,Senior,USA,Nike Air Max,Apparel,3,120,Delivered,Credit Card,very bad
Female,Teenagers,China,Levi's Jeans,Apparel,5,59,Delivered,Cash on Delivery,bad
Male,Adults,Brazil,iPhone 14,Electronics,3,999,Pending,Cash on Delivery,bad
Other,Senior,UK,iPhone 14,Electronics,1,999,Pending,Cash on Delivery,bad
Male,Senior,Japan,Barbie Dreamhouse,Toys,4,199,Shipped,Cash on Delivery,bad
Female,Senior,Germany,Kindle Paperwhite,Books,2,129,Delivered,PayPal,bad
Female,Teenagers,Brazil,Fitbit Versa 3,Electronics,3,229,Returned,PayPal,good
Female,Adults,India,Sony Headphones,Electronics,5,199,Returned,Cash on Delivery,good
Male,Adults,Germany,Kindle Paperwhite,Books,1,129,Cancelled,Cash on Delivery,very good
Male,Adults,India,Kindle Paperwhite,Books,3,129,Pending,Cash on Delivery,bad
Other,Teenagers,Japan,Adidas Running Shoes,Apparel,3,110,Cancelled,Credit Card,very good
Other,Senior,Canada,Wilson Tennis Racket,Sports,1,149,Shipped,Cash on Delivery,very bad
Other,Senior,USA,Sony Headphones,Electronics,3,199,Returned,Credit Card,good
Other,Teenagers,France,Fitbit Versa 3,Electronics,5,229,Pending,Credit Card,bad
Other,Adults,France,Wilson Tennis Racket,Sports,2,149,Cancelled,Cash on Delivery,bad
Other,Teenagers,Japan,Fitbit Versa 3,Electronics,4,229,Returned,Cash on Delivery,very bad
Female,Senior,Australia,Sony Headphones,Electronics,3,199,Shipped,Credit Card,good
Female,Teenagers,Japan,Yoga Mat,Sports,5,25,Returned,Credit Card,average
Male,Adults,Germany,Wilson Tennis Racket,Sports,2,149,Returned,Credit Card,average
Female,Senior,India,Adidas Running Shoes,Apparel,4,110,Delivered,Credit Card,bad
Female,Adults,Germany,Harry Potter Box Set,Books,2,80,Shipped,Cash on Delivery,average
Female,Adults,Canada,Adidas Running Shoes,Apparel,3,110,Shipped,PayPal,good
Male,Teenagers,Brazil,Kindle Paperwhite,Books,3,129,Cancelled,PayPal,good
Female,Adults,France,Instant Pot,Home & Kitchen,1,99,Delivered,Cash on Delivery,good
Other,Adults,Canada,Adidas Running Shoes,Apparel,5,110,Returned,Credit Card,good
Male,Senior,UK,Kindle Paperwhite,Books,3,129,Returned,Cash on Delivery,bad
Male,Adults,France,Lego Star Wars Set,Toys,2,59,Delivered,Cash on Delivery,very bad
Female,Teenagers,India,Levi's Jeans,Apparel,3,59,Pending,Credit Card,good
Other,Adults,Brazil,Levi's Jeans,Apparel,5,59,Delivered,Cash on Delivery,very bad
Other,Adults,UK,Kindle Paperwhite,Books,3,129,Cancelled,Cash on Delivery,very bad
Other,Adults,France,Nike Air Max,Apparel,1,120,Cancelled,PayPal,average
Male,Adults,USA,Adidas Running Shoes,Apparel,1,110,Cancelled,Credit Card,average
Male,Adults,Brazil,Adidas Running Shoes,Apparel,4,110,Returned,Credit Card,good
Female,Adults,Japan,Dyson Vacuum,Home & Kitchen,1,399,Pending,PayPal,very bad
Male,Adults,Canada,Dyson Vacuum,Home & Kitchen,2,399,Pending,PayPal,good
Other,Adults,Germany,Harry Potter Box Set,Books,4,80,Delivered,PayPal,bad
Male,Teenagers,India,Wilson Tennis Racket,Sports,2,149,Shipped,Cash on Delivery,bad
Male,Teenagers,USA,Fitbit Versa 3,Electronics,2,229,Pending,Credit Card,average
Other,Senior,UK,Sony Headphones,Electronics,3,199,Shipped,Cash on Delivery,good
Other,Senior,UK,Barbie Dreamhouse,Toys,1,199,Returned,Cash on Delivery,very bad
Male,Teenagers,Brazil,Sony Headphones,Electronics,3,199,Pending,PayPal,average
Female,Senior,India,Fitbit Versa 3,Electronics,4,229,Shipped,PayPal,good
Male,Adults,Canada,Fitbit Versa 3,Electronics,3,229,Delivered,Cash on Delivery,average
Other,Senior,USA,Lego Star Wars Set,Toys,1,59,Cancelled,Cash on Delivery,bad
Other,Adults,Germany,Adidas Running Shoes,Apparel,4,110,Delivered,Credit Card,good
Other,Teenagers,Brazil,Adidas Running Shoes,Apparel,1,110,Delivered,Cash on Delivery,very good
Male,Adults,France,Fitbit Versa 3,Electronics,2,229,Shipped,PayPal,bad
Other,Senior,China,Sony Headphones,Electronics,3,199,Returned,Cash on Delivery,very bad
Male,Senior,China,Harry Potter Box Set,Books,4,80,Delivered,PayPal,good
Male,Adults,UK,Levi's Jeans,Apparel,1,59,Returned,PayPal,good
Female,Teenagers,Germany,Kindle Paperwhite,Books,4,129,Cancelled,Credit Card,very good
Other,Senior,Brazil,Wilson Tennis Racket,Sports,1,149,Returned,Credit Card,very bad
Female,Adults,France,Yoga Mat,Sports,4,25,Cancelled,Cash on Delivery,very bad
Female,Adults,Germany,Levi's Jeans,Apparel,5,59,Delivered,Cash on Delivery,bad
Female,Senior,Germany,Samsung Galaxy S23,Electronics,1,899,Returned,Credit Card,good
Male,Adults,China,Kindle Paperwhite,Books,1,129,Cancelled,Credit Card,very good
Male,Teenagers,Australia,Samsung Galaxy S23,Electronics,2,899,Delivered,PayPal,average
Male,Adults,Japan,iPhone 14,Electronics,5,999,Pending,PayPal,very good
Male,Adults,Canada,Harry Potter Box Set,Books,4,80,Returned,Cash on Delivery,good
Male,Adults,USA,Fitbit Versa 3,Electronics,1,229,Delivered,PayPal,very good
Male,Senior,Canada,Harry Potter Box Set,Books,3,80,Delivered,PayPal,good
Male,Senior,France,Harry Potter Box Set,Books,4,80,Pending,Cash on Delivery,very bad
Male,Adults,Germany,Samsung Galaxy S23,Electronics,4,899,Delivered,PayPal,bad
Female,Teenagers,India,Yoga Mat,Sports,2,25,Returned,PayPal,very good
Other,Senior,Japan,Harry Potter Box Set,Books,2,80,Cancelled,PayPal,very good
Female,Senior,Japan,Fitbit Versa 3,Electronics,3,229,Delivered,PayPal,good
Female,Senior,France,Harry Potter Box Set,Books,2,80,Shipped,Credit Card,average
Female,Senior,Germany,Lego Star Wars Set,Toys,2,59,Cancelled,Cash on Delivery,good
Male,Teenagers,Japan,Barbie Dreamhouse,Toys,1,199,Shipped,Credit Card,good
Other,Teenagers,India,Adidas Running Shoes,Apparel,2,110,Cancelled,PayPal,good
Male,Teenagers,China,Lego Star Wars Set,Toys,2,59,Cancelled,PayPal,average
Other,Adults,China,Barbie Dreamhouse,Toys,3,199,Returned,Cash on Delivery,bad
Male,Adults,UK,Wilson Tennis Racket,Sports,4,149,Delivered,PayPal,bad
Other,Adults,Brazil,iPhone 14,Electronics,1,999,Returned,Cash on Delivery,very bad
Male,Adults,Germany,Fitbit Versa 3,Electronics,2,229,Shipped,Cash on Delivery,good
Male,Senior,Canada,Adidas Running Shoes,Apparel,2,110,Shipped,PayPal,very good
Male,Teenagers,Brazil,Harry Potter Box Set,Books,4,80,Shipped,Cash on Delivery,good
Other,Adults,France,Nike Air Max,Apparel,3,120,Pending,Cash on Delivery,very good
Other,Senior,France,Yoga Mat,Sports,1,25,Pending,Credit Card,very bad
Female,Senior,Japan,Kindle Paperwhite,Books,5,129,Cancelled,PayPal,good
Other,Senior,France,Dyson Vacuum,Home & Kitchen,2,399,Shipped,Credit Card,average
Other,Adults,Canada,Sony Headphones,Electronics,1,199,Delivered,Credit Card,very bad
Female,Teenagers,China,Levi's Jeans,Apparel,1,59,Returned,PayPal,average
Female,Senior,USA,Lego Star Wars Set,Toys,2,59,Cancelled,Cash on Delivery,very bad
Male,Senior,China,Samsung Galaxy S23,Electronics,2,899,Delivered,Credit Card,very good
Male,Senior,Germany,Levi's Jeans,Apparel,5,59,Cancelled,Credit Card,very bad
Female,Adults,USA,Dyson Vacuum,Home & Kitchen,4,399,Delivered,Credit Card,very bad
Other,Senior,Brazil,Adidas Running Shoes,Apparel,2,110,Shipped,Credit Card,average
Female,Senior,UK,Adidas Running Shoes,Apparel,2,110,Shipped,PayPal,good
Female,Teenagers,Brazil,Kindle Paperwhite,Books,3,129,Pending,Credit Card,average
Male,Teenagers,Germany,Nike Air Max,Apparel,4,120,Pending,Cash on Delivery,good
Male,Teenagers,France,Barbie Dreamhouse,Toys,2,199,Cancelled,PayPal,very bad
Female,Senior,Japan,Yoga Mat,Sports,4,25,Shipped,Credit Card,good
Other,Senior,Germany,Kindle Paperwhite,Books,3,129,Shipped,Credit Card,bad
Other,Teenagers,UK,Dyson Vacuum,Home & Kitchen,5,399,Delivered,Credit Card,good
Other,Senior,USA,Levi's Jeans,Apparel,4,59,Returned,Credit Card,very bad
Other,Adults,UK,Kindle Paperwhite,Books,2,129,Pending,Credit Card,good
Female,Senior,Japan,Instant Pot,Home & Kitchen,1,99,Cancelled,Credit Card,bad
Female,Senior,USA,Lego Star Wars Set,Toys,3,59,Shipped,PayPal,average
Male,Adults,Brazil,Samsung Galaxy S23,Electronics,4,899,Delivered,PayPal,very good
Other,Senior,China,Yoga Mat,Sports,1,25,Cancelled,Credit Card,average
Female,Adults,France,Instant Pot,Home & Kitchen,3,99,Cancelled,PayPal,bad
Male,Teenagers,Japan,Kindle Paperwhite,Books,4,129,Delivered,Credit Card,very good
Female,Teenagers,Germany,Wilson Tennis Racket,Sports,3,149,Delivered,Cash on Delivery,bad
Male,Teenagers,Japan,Instant Pot,Home & Kitchen,1,99,Pending,Credit Card,very good
Male,Adults,India,Sony Headphones,Electronics,3,199,Cancelled,Cash on Delivery,very bad
Other,Senior,China,Wilson Tennis Racket,Sports,5,149,Shipped,Credit Card,average
Male,Senior,Canada,Sony Headphones,Electronics,5,199,Delivered,PayPal,average
Male,Adults,Australia,Kindle Paperwhite,Books,1,129,Returned,Cash on Delivery,very good
Female,Teenagers,Brazil,Instant Pot,Home & Kitchen,4,99,Shipped,Credit Card,very good
Male,Senior,France,Instant Pot,Home & Kitchen,4,99,Pending,Credit Card,good
Male,Adults,France,Samsung Galaxy S23,Electronics,4,899,Cancelled,Cash on Delivery,good
Female,Adults,Germany,Samsung Galaxy S23,Electronics,4,899,Delivered,Cash on Delivery,very good
Male,Teenagers,USA,Yoga Mat,Sports,1,25,Returned,Credit Card,good
Female,Senior,Japan,Adidas Running Shoes,Apparel,1,110,Returned,Credit Card,good
Other,Senior,Japan,Adidas Running Shoes,Apparel,3,110,Returned,PayPal,good
Female,Adults,China,Fitbit Versa 3,Electronics,4,229,Pending,PayPal,very bad
Male,Adults,Australia,Dyson Vacuum,Home & Kitchen,2,399,Shipped,PayPal,good
Other,Senior,Brazil,Yoga Mat,Sports,5,25,Returned,PayPal,bad
Other,Adults,Canada,Instant Pot,Home & Kitchen,2,99,Returned,Credit Card,good
Other,Adults,Canada,Instant Pot,Home & Kitchen,1,99,Returned,PayPal,bad
Male,Adults,UK,iPhone 14,Electronics,4,999,Pending,Credit Card,average
Male,Teenagers,Australia,Kindle Paperwhite,Books,2,129,Cancelled,Credit Card,very good
Other,Teenagers,India,Wilson Tennis Racket,Sports,2,149,Shipped,Credit Card,very bad
Male,Senior,India,Barbie Dreamhouse,Toys,1,199,Returned,Cash on Delivery,bad
Male,Senior,Canada,iPhone 14,Electronics,4,999,Shipped,PayPal,very bad
Other,Teenagers,USA,Yoga Mat,Sports,1,25,Delivered,PayPal,bad
Female,Senior,Canada,Yoga Mat,Sports,5,25,Delivered,Credit Card,good
Other,Adults,China,Barbie Dreamhouse,Toys,5,199,Returned,PayPal,very bad
Male,Teenagers,UK,iPhone 14,Electronics,1,999,Pending,Credit Card,very bad
Other,Teenagers,UK,Instant Pot,Home & Kitchen,2,99,Shipped,Cash on Delivery,bad
Other,Teenagers,Germany,Samsung Galaxy S23,Electronics,3,899,Delivered,Credit Card,average
Male,Senior,Australia,Barbie Dreamhouse,Toys,3,199,Delivered,PayPal,very good
Male,Adults,France,Adidas Running Shoes,Apparel,1,110,Cancelled,Credit Card,very good
Female,Teenagers,USA,Levi's Jeans,Apparel,5,59,Cancelled,Credit Card,very good
Other,Senior,USA,Dyson Vacuum,Home & Kitchen,1,399,Returned,Credit Card,very good
Female,Adults,Japan,Samsung Galaxy S23,Electronics,5,899,Cancelled,Cash on Delivery,good
Male,Adults,China,Yoga Mat,Sports,2,25,Pending,Cash on Delivery,very bad
Male,Adults,India,Fitbit Versa 3,Electronics,2,229,Returned,PayPal,very good
Male,Teenagers,Canada,Instant Pot,Home & Kitchen,2,99,Pending,Cash on Delivery,very bad
Female,Adults,Japan,Nike Air Max,Apparel,3,120,Pending,PayPal,bad
Female,Adults,China,Yoga Mat,Sports,4,25,Shipped,Cash on Delivery,good
Other,Senior,Germany,Yoga Mat,Sports,2,25,Delivered,PayPal,very bad
Male,Senior,Australia,Lego Star Wars Set,Toys,3,59,Returned,Cash on Delivery,good
Male,Teenagers,USA,Nike Air Max,Apparel,1,120,Pending,PayPal,good
Other,Senior,India,Instant Pot,Home & Kitchen,3,99,Shipped,Credit Card,bad
Other,Senior,Germany,Fitbit Versa 3,Electronics,3,229,Cancelled,Credit Card,very bad
Other,Senior,Germany,Samsung Galaxy S23,Electronics,1,899,Returned,Credit Card,very bad
Male,Teenagers,USA,Samsung Galaxy S23,Electronics,1,899,Shipped,Credit Card,good
Female,Teenagers,France,Instant Pot,Home & Kitchen,1,99,Returned,Cash on Delivery,bad
Female,Teenagers,Japan,Fitbit Versa 3,Electronics,2,229,Pending,Cash on Delivery,average
Other,Teenagers,Brazil,Harry Potter Box Set,Books,1,80,Shipped,Cash on Delivery,average
Female,Adults,Germany,Levi's Jeans,Apparel,5,59,Delivered,Credit Card,good
Other,Senior,France,Sony Headphones,Electronics,3,199,Shipped,PayPal,bad
Male,Senior,China,Sony Headphones,Electronics,1,199,Delivered,Credit Card,very good
Male,Teenagers,China,Barbie Dreamhouse,Toys,2,199,Pending,Credit Card,bad
